ID,CLASSIFICATION CODE
1015039,105
1015043,112
1015046,102;107;109;112;113
1015049,104;105
1015053,102
1015054,102;108
1015063,101;102
1015079,102
1015080,101
1015089,102
1015121,101;109;114;117
1015124,102
1015128,101;103;104;107
1015132,101
1015133,101;102
1015135,105
1015137,102;110;116
1015138,107
1015155,102
1015157,102
1015165,102;103;105;106;113
1015171,101;102;103;105
1015174,102
1015183,101;102
1015184,103;106
1015188,102
1015194,102;109;110
1015212,101;102;103;104;105;114
1015214,101;102;103;105;108
1015226,101
1015236,105
1015239,103
1015244,101;108
1015246,101;102
1015251,109
1015252,101
1015253,102
1015255,101;102
1015257,102;110
1015259,101;102
1015262,103;104
1015284,101;102
1015288,101;108
1015289,109;112
1015290,101
1015293,109
1015300,108
1015302,101;102;103;105
1015306,102;110
1015308,101;102;108
1015311,101;102;103;104;105;106;109;110;113
1015313,108
1015316,103;104
1015319,101;102;116;117
1015321,101
1015322,101;102;105;109
1015323,103
1015324,102;109
1015328,102;108
1015329,102
1015338,109
1015344,102
1015408,101;102;103;104;105;106;108;111;113
1015409,102
1015410,101
1015421,101;102;103;104;110;111
1015425,106;108
1015427,109
1015428,101;102;103;104;105;108;113
1015431,101;102;109;112
1015435,101
1015438,104
1015447,101;102
1015448,101;103;104;109;112
1015458,104
1015460,108
1015467,101
1015471,101;103;104;105;106
1015473,102;104
1015477,102
1015480,102
1015483,101;102;109
1015484,102;105;113
1015491,103
1015493,102;103;104;108;109;113
1015501,103
1015503,102;110
1015511,102;110;112
1015512,101;102;112
1015518,101;102;103;105;106;109;112;113;117
1015521,101;102;108
1015522,102;109
1015531,102;103;109;110;112;113
1015539,102;109
1015544,101;109
1015547,102
1015550,101;102;110
1015551,102;109
1015561,102
1015565,102
1015569,101;102
1015572,102;103;104;105;106;108;109
1015580,102
1015581,101;102;103;104;105;113;116
1015582,101
1015586,103;109
1015590,102
1015591,102;109
1015620,101;102;108
1015621,101;102;106;108;109;113
1015629,102
1015630,102
1015632,102;112
1015633,101;102;109;111;112
1015636,101;103
1015638,101
1015639,101
1015641,102;103;104;105;108;110
1015644,109
1015648,109
1015649,103;106
1015651,104
1015653,101;102
1015654,102
1015660,103;104;105
1015666,101;103;104;105;108
1015673,108;112
1015676,102;109;112;113
1015678,117
1015681,102
1015691,102;108
1015694,101;103;105;106;108;109;111;113;117
1015699,112
1015704,102;113
1015707,103;104;109;112
1015715,106;108
1015723,105;108
1015726,103
1015738,101;102;105
1015740,101
1015741,101
1015742,102
1015745,101
1015755,102;108
1015759,101;102
1015760,101
1015765,104;107
1015766,101;102;108;113
1015785,101;103;104;105
1015788,102;110
1015791,102
1015792,102;103;104;105;106;112;113
1015793,108
1015798,101;109;110
1015805,101;102
1015812,101
1015813,102
1015814,101;102
1015822,102;103;104
1015823,103
1015824,102
1015828,101
1015832,101
1015833,101;105;106;111
1015847,103
1015850,108;112
1015854,103;106
1015857,101
1015860,101;102;103;108;117
1015864,101;102
1015869,101;102;104;105;108
1015872,102;108
1015874,101
1015875,102;117
1015885,104
1015896,102
1015901,101
1015911,102
1015916,102
1015923,101;102;103;104;105;110;111;113
1015928,102;110;116
1015929,108
1015932,102;109
1015938,101
1015948,101
1015959,102
1015964,102
1015966,102
1015969,101;102;108
1015980,102
1015982,102
1015983,101;102;104;105
1015988,101
1015996,102
1015997,110
1015998,101;102;103;104;105;108;113
1016012,102;106;109;110;112;113
1016022,105;108
1016023,103
1016072,101;102
1016079,102;110;112;116
1016088,101;103;104;105;107
1016090,101;102;103;105
1016114,103
1016117,103;104
1016177,106
1016178,101;106;111
1016180,109
1016183,108
1016187,101;102
1016201,102
1016223,102;110
1016228,102
1016239,101;110
1016240,101;102;103;104;105;106;109;110
1016253,102;110
1016255,101;102;109;112;113
1016283,101;102;105;110
1016285,102;109
1016286,101
1016302,101;102;112
1016310,101;102;103;104;105;106;107;108;113
1016314,102;103;105;107;108
1016315,103
1016321,102
1016322,108
1016325,102
1016352,101;102
1016353,101
1016365,104
1016369,109
1016424,106;108
1016429,102
1016431,102;109;110;112
1016435,102
1016439,102
1016440,102;103
1016450,108
1016457,101;102;105;106;112
1016458,109
1016461,102
1016497,101;111
1016503,102;109
1016532,104
1016570,105;106;108
1016571,101;103;110;112
1016577,102;109
1016583,108
1016598,112
1016602,102;109;110
1016604,108
1016605,102;109
1016620,103
1016627,102
1016644,102
1016649,101
1016651,102
1016666,102;108
1016675,102
1016682,101
1016692,101;102;110
1016696,102;109;112;116
1016701,117
1016703,101;102;103;104;110;113
1016733,101
1016761,102
1016765,102;109;112
1016767,102;105;113
1016769,101
1016770,112
1016792,102
1016793,102
1016797,110
1016798,102
1016801,101;102;104;105;113;117
1016816,102;113
1016818,102
1016824,102
1016825,102;110
1016826,101;102;112
1016836,102;110
1016840,102;109;110;112;113;116
1016847,102
1016856,105;106
1016861,101;103;108;110
1016862,101;104;106
1016883,103
1016889,108
1016890,104
1016938,101;105;106;108
1016943,101;102;108
1016947,101;102;103;105;106;112
1016951,103
1016963,101;103;104;105
1016975,102;109
1016979,102;108
1016980,102
1016983,102
1016996,102;108
1016998,104;110
1017003,102;109;110
1017006,102;106;109;112
1017007,102;109;110
1017018,101;102;104;110
1017021,102;109;112
1017023,101
1017025,102;109;112
1017029,102
1017032,102;104;105;106;108;112;113
1017034,102;109
1017037,101;113
1017038,101;109;110;111;112;113
1017041,102;109
1017051,101;110;112
1017059,102
1017083,101
1017093,101
1017104,101
1017118,103;104
1017126,101;105
1017129,101
1017160,102;109;110;112;113
1017175,102;109
1017194,101;102;104;110
1017208,101;102;112;117
1017211,101
1017217,102;103;105
1017230,102
1017242,102
1017255,105;106;107;113
1017264,101;102;103;104;105;110;111
1017271,112
1017281,101
1017285,101;109
1017287,102
1017289,102;112
1017292,101
1017295,101;102
1017299,102;116
1017310,101
1017324,102
1017327,102
1017336,103;105;106
1017339,102
1017350,101;102;105;106;108;113
1017353,103;105;106;113
1017360,117
1017372,102;113
1017381,102
1017382,102
1017385,101;102;103;104;105;113;117
1017386,101;102;103;105;106;108;113;115;117
1017388,102
1017390,102;108
1017392,101;102
1017410,102
1017416,101;102;103;104;105;106;108;109;110;112;113
1017419,102
1017423,101;102;105
1017426,102;109
1017429,101;103;105
1017446,101;102;109;110
1017447,105;108
1017453,101;102;104;105;107;108;109;110;112;113
1017454,109
1017459,101
1017461,101;102;103;108;109
1017464,102
1017476,102
1017479,108
1017482,101;102;112;113
1017485,101
1017486,101;102;103;105;106
1017492,101
1017493,101;105
1017503,102
1017504,101;102;103;104;105;106;107;109;110;111;112;113;116;117
1017511,101
1017514,102
1017532,101;102;109;110
1017533,102
1017537,101
1017538,101
1017541,102
1017576,102;103
1017577,102
1017580,102;103;104;107
1017586,101
1017587,101;108;117
1017596,101;102;103;104;105;106;109;112
1017597,102;103;104
1017598,102
1017605,103
1017647,102;110
1017648,101
1017655,101;105
1017660,101;105;106
1017664,101;102;108
1017684,102
1017696,101;102
1017698,102
1017700,102
1017703,104;106;108
1017704,102;109
1017707,102
1017708,111
1017716,102;108
1017720,102
1017740,108
1017775,101;102
1017777,102
1017780,101;102;103;105;106;108;109;110;112;113;115;116;117
1017811,101;103;104
1017813,108
1017824,101
1017833,108
1017834,102
1017849,102
1017854,101;102;103;104;105;106;108
1017862,102;109;110;112
1017881,102;103;105
1017892,101;102
1017902,102
1017903,101;105
1017914,102
1017925,101;117
1017930,103;106
1017931,101;102;109;110;112
1017948,102;106;110
1017975,102;109
1017976,101
1018005,102;109;110;112;113
1018067,101;103;105;106
1018128,101;110;117
1018132,102
1018135,101;102;103;104;105;107;109;110;111;112;113
1018138,102;105;106;109
1018156,102;105;113
1018171,101;102;106;109;112;117
1018185,101;102;104;109;110
1018190,104
1018202,101;102;106;110;111
1018231,109
1018270,101;112
1018304,102;109
1018315,101;102;105;106
1018317,101;102;108;110
1018322,105;106;108
1018337,102
1018354,107
1018407,102;110;112
1018413,101;117
1018449,101;112
1018453,101;102
1018458,101;102;105;110;116;117
1018464,104
1018491,102
1018494,101
1018512,101;102;103;104;106;117
1018526,102
1018545,103;104;105
1018552,101;102;103;104;106
1018578,101
1018579,102
1018585,101
1018588,109;111;112
1018591,101
1018597,101;103;104;105;106;111
1018606,101;102;106;109;110;111;112;113
1018623,102;106
1018639,102
1018656,102;105
1018686,101;102;103;104;105;113
1018716,101;102;109;110;112;113
1018718,102;109;110;112;117
1018730,109;110
1018746,102
1018747,103
1018751,101
1018752,101
1018753,102
1018756,103
1018759,103;104
1018764,101;102
1018774,101;105
1018775,101
1018776,101;102;103;104;105;107;113
1018777,104;105
1018795,101
1018796,101
1018797,104
1018803,102
1018805,101;102;103;104;105;106;107;108;109;112;113;115
1018830,101;102;103;104;105;106;109
1018833,102;109
1018844,101;102;103;104;105;106
1018845,102
1018850,101;102;113
1018852,101;103;109
1018854,101;102;104;105;106;113
1018865,101;102
1018872,101
1018884,101
1018885,103;104
1018892,101;102
1018922,101
1018924,109
1018928,101
1018951,101;102;109;110
1018960,101;102;103;104;109;110
1018970,102;108
1018979,102
1018991,112
1018995,102;104;105;106;108
1019009,103;104
1019010,102;108
1019019,102
1019028,108
1019030,102
1019075,101
1019083,102
1019087,101;113
1019090,101
1019101,102;106;108;109
1019103,102;105;106;108
1019122,101;105;106;113
1019134,101;113
1019139,104
1019140,101
1019144,101;102;103;104;109
1019175,105
1019185,109
1019202,102
1019209,101
1019229,102;103
1019238,108;117
1019250,101;102
1019252,102;109
1019269,108
1019272,102;110
1019274,101;103;104
1019282,102
1019288,102
1019289,101
1019291,102;109;110
1019293,101;103;105;106;108
1019294,102;110
1019301,101
1019304,101;102;103;104;105;106;110;111
1019307,102
1019314,101
1019323,102
1019337,102
1019339,106;108
1019343,108
1019351,102
1019389,101
1019428,101
1019437,102;108
1019440,102
1019459,102
1019460,102;110
1019468,102
1019470,101
1019474,101;102;105;110;111;112
1019478,102;105
1019486,101;102;105;106;108
1019495,101;102;110;112
1019498,104;105;106
1019501,108
1019502,108
1019518,102;109
1019528,103;104
1019532,105;106;108
1019553,101
1019566,102;109
1019589,101
1019611,102
1019628,102;104;109
1019634,101
1019651,102;117
1019663,102;104
1019673,102
1019687,101;103;104
1019715,105;108
1019725,101;102
1019730,103;105;106;108
1019744,102
1019749,101
1019754,101
1019755,101;109
1019757,101;102;103;109
1019759,101;102;103;104;105;106;110;112;114
1019762,112
1019767,102;108
1019770,101;102;105;106;108;113
1019773,101;102;103;104;105;110;117
1019774,102;109
1019777,102
1019778,102
1019781,102
1019792,102;103;104
1019793,102;109;110
1019797,101
1019801,102
1019809,102
1019813,101;102
1019828,101;102;105;108
1019836,102
1019840,101;103;117
1019853,102
1019856,108
1019858,101
1019859,102;105;108
1019860,102
1019870,102;105;108
1019882,101;102;104;105;106;107;109;112;113
1019888,102
1019892,101
1019893,102
1019919,102
1019926,103
1019929,102
1019931,101;102;103;104;106
1019933,101;104;105;106;107
1019957,101;102;105
1019962,102
1019965,101;102;103;104;105;113
1019970,105
1019980,101;106
1019983,101;102;103;104
1019988,105
1020017,102;112
1020025,102
1020027,102;109;113
1020058,102;103;105;106;108
1020065,102;109;110
1020069,102;109
1020071,101;104;105;106;107;108
1020073,103;104
1020080,101;104;117
1020083,102
1020084,105;106
1020085,101;102;110;113
1020087,117
1020101,102;108
1020104,102
1020121,101
1020122,102
1020123,102
1020124,103;111;112;113;114;117
1020125,101;105
1020130,101;102
1020132,102
1020134,102;110
1020144,102
1020154,102
1020158,102;113
1020161,102
1020162,101;102;105
1020169,101;106;109
1020172,101;102;109;110;112
1020191,101;103;104;105;117
1020198,101;108;111;114;116
1020204,101
1020206,102;109;110
1020238,101;102;103;104;105;106;107;109;112;113
1020241,102
1020242,112
1020246,102
1020247,102
1020248,101
1020253,102
1020254,101;102;109;110
1020255,101;103;104;105
1020260,102
1020263,102
1020264,111
1020273,102
1020278,101
1020280,108
1020285,102;108
1020292,102
1020294,101
1020300,102
1020301,101;102;105;106;108
1020302,101;102;104;108;109;110;112;113;116;117
1020305,104
1020311,109
1020312,101
1020316,117
1020321,102
1020330,101
1020331,101;102;103;104;105
1020332,101
1020380,101
1020386,101
1020387,101;102;103;104;109;110;113
1020403,101;102;103;104;105;106;110;112;113
1020407,117
1020418,102;109
1020423,101;102;109
1020429,101;102;110
1020431,101;102;112
1020437,101
1020458,101;102;109;110;113
1020464,101
1020467,101
1020472,101
1020476,105;106
1020483,101;102;109;112
1020492,102
1020496,101;106;113
1020503,102
1020517,102;110;112
1020530,101;102;103;104;105;107;112;113
1020533,101
1020543,101;102;103;104;105;106;107;108;109;112;113;115;116;117
1020544,109
1020546,101;102;103;104;105;106;108;109
1020549,102;109;113;116
1020550,101;103;104;105;109;110;112;114
1020568,101;105;106
1020593,102
1020605,101;104;109;110;117
1020645,102
1020650,102;110
1020662,102
1020712,102
1020716,101;102
1020721,102
1020724,102
1020726,101;106;112
1020731,102
1020746,102
1020757,102
1020758,102;103;105;106;108
1020762,102
1020764,101;105;106;108
1020768,102;110
1020783,101
1020789,101;102;103;104;105;106;110
1020802,102
1020821,101
1020824,101
1020830,101
1020836,102
1020857,101
1020865,101;102;103;104
1020872,102
1020892,101;105;112
1020893,101;103;104;112
1020896,108;112
1020897,101;102;108;109;110;111;113
1020899,117
1020900,101
1020901,101;105;108
1020904,101;105;106;113
1020908,102;112
1020917,101
1020928,102
1020940,117
1020945,102
1020980,103
1020986,102;103;109;112
1020992,102;109;110
1021020,101;106;110;116;117
1021030,101;102;103;104;105;106
1021042,102;103;104;105;106;107;113
1021044,102;109;113
1021050,101;103
1021052,101;103
1021054,102;105
1021064,105;108
1021073,108
1021075,101;102;103;105;108
1021083,102;113
1021108,102;103;107;109;113
1021109,101
1021110,102
1021131,102
1021144,102;103;106;109;110;111;112;113
1021145,102
1021151,102
1021155,102
1021175,101;102;103;104;105;106;108;109;111;112;115
1021181,102;103;104;105;106;112
1021210,112
1021221,102
1021231,101;102
1021254,101
1021293,101;102
1021297,101;102;112
1021319,101;102;103;104;105;106;107;108
1021325,101;102;109;110;112
1021336,102
1021344,101;102;103;104;105;108
1021351,101;106;117
1021364,108
1021397,101;105;107;108;115;117
1021399,101;102;103
1021402,102
1021409,101;106;109
1021444,112
1021454,102
1021455,101;102;104;105;109;112;114;117
1021515,102
1021516,101
1021517,101
1021549,101
1021566,103;117
1021573,102
1021583,102
1021585,101
1021632,112
1021635,101;103;104;105;106;110;112
1021658,101;102;103;104;105;106
1021681,102
1021707,101;102;109;112
1021717,102;109;112;113
1021720,102
1021722,101;102;103;106;109;112
1021739,101;110;116
1021741,101;103
1021750,101
1021762,102;103;105;106
1021766,102
1021773,101;102;104;110;111;112
1021779,102;109;110
1021780,101
1021795,101
1021802,101
1021805,101
1021817,101;105;106
1021821,101
1021849,102;113
1021850,101
1021861,102
1021874,102;109;110;112;113
1021880,102
1021892,102;110
1021897,102
1021898,101;102;110;113
1021900,102;110
1021908,101;102;103;104;105;106;107
1021925,101;110
1021929,101
1021940,101;102;103;105;113
1021949,102
1021992,102;105;109;110;112;113
1021995,101
1022001,101;102;109;110
1022012,101;102;106;109;110;112;116
1022014,101
1022038,101;102
1022080,101;102;109;110
1022085,102;109;110;112;113
1022087,103
1022089,102;109;110;112;113;117
1022101,102
1022110,102
1022116,102
1022117,101
1022122,102;103;104;105;106
1022142,101;102
1022158,101;102;109
1022184,101
1022199,101;105;106
1022222,108
1022224,102
1022230,102;106;109;110
1022231,101;102;106
1022264,101;102
1022280,103;104
1022288,105
1022291,101;104;105;106;110
1022296,102
1022297,102;103
1022298,105;106;113
1022300,101;102;103;104;105;106;110;111;112;113;116;117
1022311,101
1022315,101;105;106
1022316,102
1022318,101;102
1022320,101;102
1022324,102
1022337,101
1022338,101
1022346,102
1022362,102
1022379,102;109
1022384,102;116
1022408,102;109;110;112
1022422,102
1022425,102;108
1022435,108
1022439,102
1022460,101;105
1022461,102
1022468,102
1022471,102;108
1022473,101
1022476,101
1022481,102;110
1022518,101;106;110;113
1022521,101
1022549,101;104;105;106
1022560,101
1022563,102
1022570,101;102;103;104;105;106;107;108;109;110;112;113;114;115;116;117
1022571,102
1022572,101;102;103;104;105;106;116;117
1022587,101
1022599,101
1022600,109;113
1022604,102
1022606,101
1022622,101
1022626,101;102
1022634,102
1022659,101
1022668,102;105;106
1022669,102;109
1022684,102
1022688,102
1022690,102
1022700,102;109;110
1022715,102
1022722,101
1022724,103;104
1022726,102;109
1022730,102
1022737,103
1022747,102
1022750,102;108
1022751,101
1022752,102
1022787,102
1022790,101;110
1022791,102
1022801,102
1022809,102
1022811,103
1022815,102;103;104;105;106;107;109
1022816,101;106;113
1022818,104;117
1022819,102
1022823,102
1022824,102
1022832,102;106;107
1022838,101;102;104;109;110;111;117
1022855,108;112
1022856,101;102
1022879,102;105
1022882,101;102;110
1022894,102
1022905,103
1022910,101
1022922,102
1022924,102
1022939,101;102;103;104;106
1022947,108;109
